Hugo_Symbol	Variant_type	Tumour
ABCA6	LoF	LUAD
ABCG5	LoF	LUAD
ACTL6B	LoF	LUAD
ADAMTS6	LoF	LUAD
AHCTF1	LoF	LUAD
ARAP3	LoF	LUAD
ARHGAP32	LoF	LUAD
ARID1A	LoF	LUAD
ARID2	LoF	LUAD
ARID4B	LoF	LUAD
ATM	LoF	LUAD
ATR	LoF	LUAD
BDP1	LoF	LUAD
BMS1	LoF	LUAD
CASC5	LoF	LUAD
CCDC80	LoF	LUAD
CD163	LoF	LUAD
CD5L	LoF	LUAD
CFAP70	LoF	LUAD
CFHR4	LoF	LUAD
CMAS	LoF	LUAD
CNOT1	LoF	LUAD
COL12A1	LoF	LUAD
COL25A1	LoF	LUAD
COL28A1	LoF	LUAD
COL5A2	LoF	LUAD
COL5A3	LoF	LUAD
DOCK10	LoF	LUAD
DSG3	LoF	LUAD
DUSP11	LoF	LUAD
DZIP3	LoF	LUAD
EDIL3	LoF	LUAD
EPHA6	LoF	LUAD
ESCO1	LoF	LUAD
FBXW7	LoF	LUAD
FER	LoF	LUAD
FLT3	LoF	LUAD
GALNT8	LoF	LUAD
GLTSCR1L	LoF	LUAD
HERC4	LoF	LUAD
IARS2	LoF	LUAD
KDM5C	LoF	LUAD
KEAP1	LoF	LUAD
KIF21A	LoF	LUAD
KIF6	LoF	LUAD
LAMC1	LoF	LUAD
LARP4	LoF	LUAD
LPPR4	LoF	LUAD
MAP3K13	LoF	LUAD
MAP4	LoF	LUAD
MGA	LoF	LUAD
MYOF	LoF	LUAD
NEBL	LoF	LUAD
NF1	LoF	LUAD
NGEF	LoF	LUAD
NIPBL	LoF	LUAD
PCDHA2	LoF	LUAD
PCDHGB7	LoF	LUAD
PHF3	LoF	LUAD
PLXND1	LoF	LUAD
POSTN	LoF	LUAD
POTEA	LoF	LUAD
PPP6R1	LoF	LUAD
PTPRA	LoF	LUAD
RABGAP1	LoF	LUAD
RB1	LoF	LUAD
RGS22	LoF	LUAD
RGS7	LoF	LUAD
RGS9	LoF	LUAD
RIMBP2	LoF	LUAD
RP11-341D18.4	LoF	LUAD
SETD2	LoF	LUAD
SLC17A6	LoF	LUAD
SLC6A5	LoF	LUAD
SLC9C2	LoF	LUAD
SND1	LoF	LUAD
SNX9	LoF	LUAD
SP1	LoF	LUAD
SRRM2	LoF	LUAD
STK11	LoF	LUAD
SULT1E1	LoF	LUAD
TMEM135	LoF	LUAD
TMPRSS11F	LoF	LUAD
TP53	LoF	LUAD
TPTE	LoF	LUAD
TTC21B	LoF	LUAD
USP28	LoF	LUAD
VARS	LoF	LUAD
VPS13C	LoF	LUAD
ZDHHC15	LoF	LUAD
ZNF341	LoF	LUAD
ZWINT	LoF	LUAD
A2M	Missense	LUAD
AASDH	Missense	LUAD
AASS	Missense	LUAD
ABCA10	Missense	LUAD
ABCA2	Missense	LUAD
ABCA5	Missense	LUAD
ABCA6	Missense	LUAD
ABCC10	Missense	LUAD
ABCF3	Missense	LUAD
ABCG5	Missense	LUAD
ABL2	Missense	LUAD
ACACB	Missense	LUAD
ACCSL	Missense	LUAD
ACSM2B	Missense	LUAD
ACSM4	Missense	LUAD
ADAM18	Missense	LUAD
ADAM23	Missense	LUAD
ADAM28	Missense	LUAD
ADAMTS17	Missense	LUAD
ADAMTS18	Missense	LUAD
ADAMTS19	Missense	LUAD
ADAMTS2	Missense	LUAD
ADAMTS3	Missense	LUAD
ADAMTS6	Missense	LUAD
ADAMTSL3	Missense	LUAD
ADCY6	Missense	LUAD
ADRBK2	Missense	LUAD
AFP	Missense	LUAD
AGMO	Missense	LUAD
AGO2	Missense	LUAD
AGO3	Missense	LUAD
AGXT2	Missense	LUAD
AHCTF1	Missense	LUAD
AK8	Missense	LUAD
AKAP17A	Missense	LUAD
AKR1B15	Missense	LUAD
ANKRD12	Missense	LUAD
ANKRD26	Missense	LUAD
ANKRD42	Missense	LUAD
ANKRD50	Missense	LUAD
ANLN	Missense	LUAD
ANO2	Missense	LUAD
ANO3	Missense	LUAD
ANO4	Missense	LUAD
ANO5	Missense	LUAD
ANTXR1	Missense	LUAD
ANXA6	Missense	LUAD
AOX1	Missense	LUAD
ARAP3	Missense	LUAD
ARHGAP25	Missense	LUAD
ARHGAP35	Missense	LUAD
ARHGEF10L	Missense	LUAD
ARHGEF4	Missense	LUAD
ARHGEF9	Missense	LUAD
ASAP1	Missense	LUAD
ASAP2	Missense	LUAD
ASPM	Missense	LUAD
ATAD2	Missense	LUAD
ATG16L1	Missense	LUAD
ATM	Missense	LUAD
ATP10D	Missense	LUAD
ATP13A5	Missense	LUAD
ATP1A4	Missense	LUAD
ATP8A1	Missense	LUAD
ATP8A2	Missense	LUAD
AUTS2	Missense	LUAD
AVPR1B	Missense	LUAD
BAHD1	Missense	LUAD
BBS7	Missense	LUAD
BCKDHB	Missense	LUAD
BICD1	Missense	LUAD
BMPER	Missense	LUAD
BMS1	Missense	LUAD
BRAF	Missense	LUAD
C10orf82	Missense	LUAD
C10orf90	Missense	LUAD
C11orf63	Missense	LUAD
C14orf166	Missense	LUAD
C1orf94	Missense	LUAD
C2CD3	Missense	LUAD
C3orf20	Missense	LUAD
C4orf17	Missense	LUAD
C7	Missense	LUAD
C8B	Missense	LUAD
CABS1	Missense	LUAD
CAD	Missense	LUAD
CALHM1	Missense	LUAD
CAPN11	Missense	LUAD
CAPN6	Missense	LUAD
CAPN7	Missense	LUAD
CASP2	Missense	LUAD
CBL	Missense	LUAD
CCDC136	Missense	LUAD
CCDC171	Missense	LUAD
CCDC178	Missense	LUAD
CCDC67	Missense	LUAD
CCKBR	Missense	LUAD
CD5L	Missense	LUAD
CDC42BPG	Missense	LUAD
CDH10	Missense	LUAD
CDH12	Missense	LUAD
CDH15	Missense	LUAD
CDH3	Missense	LUAD
CDH5	Missense	LUAD
CEACAM5	Missense	LUAD
CELA3A	Missense	LUAD
CELSR1	Missense	LUAD
CEP192	Missense	LUAD
CFH	Missense	LUAD
CFHR4	Missense	LUAD
CHAT	Missense	LUAD
CHD6	Missense	LUAD
CHM	Missense	LUAD
CHN2	Missense	LUAD
CHRD	Missense	LUAD
CHRNA2	Missense	LUAD
CHRNB2	Missense	LUAD
CLEC4F	Missense	LUAD
CLSTN2	Missense	LUAD
CNKSR1	Missense	LUAD
CNKSR2	Missense	LUAD
CNTLN	Missense	LUAD
COL14A1	Missense	LUAD
COL15A1	Missense	LUAD
COL25A1	Missense	LUAD
COL28A1	Missense	LUAD
COL6A2	Missense	LUAD
COL6A6	Missense	LUAD
CPA3	Missense	LUAD
CPAMD8	Missense	LUAD
CPQ	Missense	LUAD
CRB1	Missense	LUAD
CRHBP	Missense	LUAD
CRIM1	Missense	LUAD
CRISP2	Missense	LUAD
CRISPLD1	Missense	LUAD
CTNND1	Missense	LUAD
CUL1	Missense	LUAD
CWC27	Missense	LUAD
CWF19L2	Missense	LUAD
CYC1	Missense	LUAD
CYP11B1	Missense	LUAD
DACT1	Missense	LUAD
DCC	Missense	LUAD
DGKI	Missense	LUAD
DIAPH3	Missense	LUAD
DIP2A	Missense	LUAD
DLEC1	Missense	LUAD
DLG5	Missense	LUAD
DLGAP2	Missense	LUAD
DNAJC13	Missense	LUAD
DNM1	Missense	LUAD
DNMT3A	Missense	LUAD
DOCK10	Missense	LUAD
DOCK5	Missense	LUAD
DPP4	Missense	LUAD
DPP8	Missense	LUAD
DPYD	Missense	LUAD
DRC7	Missense	LUAD
DSG3	Missense	LUAD
DTNB	Missense	LUAD
DVL3	Missense	LUAD
DYTN	Missense	LUAD
EBF2	Missense	LUAD
EDIL3	Missense	LUAD
EEF2K	Missense	LUAD
EFTUD2	Missense	LUAD
EGFR	Missense	LUAD
EIF2AK3	Missense	LUAD
ELSPBP1	Missense	LUAD
ENPEP	Missense	LUAD
ENTHD1	Missense	LUAD
EPB41L3	Missense	LUAD
EPB41L5	Missense	LUAD
EPHA3	Missense	LUAD
EPHA4	Missense	LUAD
EPHA6	Missense	LUAD
EPHA7	Missense	LUAD
EPN2	Missense	LUAD
EPRS	Missense	LUAD
ESYT2	Missense	LUAD
ETNPPL	Missense	LUAD
EVI5	Missense	LUAD
F11	Missense	LUAD
F13A1	Missense	LUAD
F5	Missense	LUAD
FAM13C	Missense	LUAD
FAM3D	Missense	LUAD
FAM71B	Missense	LUAD
FANK1	Missense	LUAD
FAP	Missense	LUAD
FASN	Missense	LUAD
FBXL17	Missense	LUAD
FBXO30	Missense	LUAD
FBXO39	Missense	LUAD
FBXW7	Missense	LUAD
FCRL2	Missense	LUAD
FCRL4	Missense	LUAD
FER	Missense	LUAD
FHOD1	Missense	LUAD
FLT4	Missense	LUAD
FMO3	Missense	LUAD
FNIP2	Missense	LUAD
FOXN4	Missense	LUAD
FREM2	Missense	LUAD
FSD1	Missense	LUAD
FSTL5	Missense	LUAD
GABRA4	Missense	LUAD
GABRA5	Missense	LUAD
GABRR1	Missense	LUAD
GADL1	Missense	LUAD
GALNT13	Missense	LUAD
GALNT8	Missense	LUAD
GBP5	Missense	LUAD
GFPT1	Missense	LUAD
GFRA1	Missense	LUAD
GGH	Missense	LUAD
GLDC	Missense	LUAD
GLP2R	Missense	LUAD
GLRA4	Missense	LUAD
GNRHR	Missense	LUAD
GPR26	Missense	LUAD
GPRC5C	Missense	LUAD
GRHL3	Missense	LUAD
GRIA4	Missense	LUAD
GRIK1	Missense	LUAD
GRIK2	Missense	LUAD
GRIK3	Missense	LUAD
GRM2	Missense	LUAD
GRM7	Missense	LUAD
GRM8	Missense	LUAD
GTPBP10	Missense	LUAD
GTPBP4	Missense	LUAD
GUCY1A3	Missense	LUAD
GXYLT1	Missense	LUAD
HCN1	Missense	LUAD
HDAC6	Missense	LUAD
HDC	Missense	LUAD
HEATR5B	Missense	LUAD
HELB	Missense	LUAD
HELQ	Missense	LUAD
HERC4	Missense	LUAD
HHIPL1	Missense	LUAD
HIP1	Missense	LUAD
HLX	Missense	LUAD
HMGCLL1	Missense	LUAD
HNF4A	Missense	LUAD
HNRNPA1	Missense	LUAD
HTR7	Missense	LUAD
IARS2	Missense	LUAD
IDO1	Missense	LUAD
IFT172	Missense	LUAD
IGF2BP1	Missense	LUAD
IGF2R	Missense	LUAD
IGSF21	Missense	LUAD
IL16	Missense	LUAD
IL17RD	Missense	LUAD
IL18RAP	Missense	LUAD
IL1RAPL1	Missense	LUAD
IL1RAPL2	Missense	LUAD
IL9R	Missense	LUAD
INADL	Missense	LUAD
INSRR	Missense	LUAD
INTU	Missense	LUAD
ISOC1	Missense	LUAD
ITGA2	Missense	LUAD
ITGA4	Missense	LUAD
ITGBL1	Missense	LUAD
ITK	Missense	LUAD
JARID2	Missense	LUAD
JPH1	Missense	LUAD
KCNB2	Missense	LUAD
KCNH2	Missense	LUAD
KCNMA1	Missense	LUAD
KCNQ2	Missense	LUAD
KCTD19	Missense	LUAD
KDM2B	Missense	LUAD
KEAP1	Missense	LUAD
KIF13A	Missense	LUAD
KIF14	Missense	LUAD
KLB	Missense	LUAD
KLHL1	Missense	LUAD
KLHL14	Missense	LUAD
KNTC1	Missense	LUAD
KRT17	Missense	LUAD
KRT2	Missense	LUAD
KRT26	Missense	LUAD
KRT35	Missense	LUAD
KRT37	Missense	LUAD
L1CAM	Missense	LUAD
L3MBTL1	Missense	LUAD
LAMA3	Missense	LUAD
LAMA4	Missense	LUAD
LAMB1	Missense	LUAD
LAMC1	Missense	LUAD
LANCL2	Missense	LUAD
LARP1	Missense	LUAD
LATS2	Missense	LUAD
LCMT1	Missense	LUAD
LCT	Missense	LUAD
LDB2	Missense	LUAD
LEF1	Missense	LUAD
LGR5	Missense	LUAD
LMAN1	Missense	LUAD
LMO7	Missense	LUAD
LONRF3	Missense	LUAD
LPIN2	Missense	LUAD
LPPR4	Missense	LUAD
LPPR5	Missense	LUAD
LRFN5	Missense	LUAD
LRRC16A	Missense	LUAD
LRRIQ1	Missense	LUAD
LRRK2	Missense	LUAD
LRRTM3	Missense	LUAD
LSAMP	Missense	LUAD
LTBP2	Missense	LUAD
LY75	Missense	LUAD
LZTR1	Missense	LUAD
MAGI2	Missense	LUAD
MALT1	Missense	LUAD
MAN2A1	Missense	LUAD
MAP2K1	Missense	LUAD
MARCH11	Missense	LUAD
MARCH6	Missense	LUAD
MAST1	Missense	LUAD
MASTL	Missense	LUAD
MCM10	Missense	LUAD
MCOLN3	Missense	LUAD
MDC1	Missense	LUAD
MEGF6	Missense	LUAD
MERTK	Missense	LUAD
MFN2	Missense	LUAD
MGA	Missense	LUAD
MIA3	Missense	LUAD
MMP1	Missense	LUAD
MMP16	Missense	LUAD
MMP17	Missense	LUAD
MMP2	Missense	LUAD
MOGAT2	Missense	LUAD
MORN1	Missense	LUAD
MOSPD2	Missense	LUAD
MPPED2	Missense	LUAD
MTF1	Missense	LUAD
MTMR6	Missense	LUAD
MTMR8	Missense	LUAD
MTRR	Missense	LUAD
MYBL1	Missense	LUAD
MYF5	Missense	LUAD
MYH7	Missense	LUAD
MYH7B	Missense	LUAD
MYO1D	Missense	LUAD
MYO1E	Missense	LUAD
MYO5B	Missense	LUAD
MYO7A	Missense	LUAD
MYOF	Missense	LUAD
MYPN	Missense	LUAD
MYRF	Missense	LUAD
NAA16	Missense	LUAD
NALCN	Missense	LUAD
NAMPT	Missense	LUAD
NCKAP1L	Missense	LUAD
NDST3	Missense	LUAD
NEDD4	Missense	LUAD
NELFCD	Missense	LUAD
NETO1	Missense	LUAD
NF1	Missense	LUAD
NFE2L2	Missense	LUAD
NFKBID	Missense	LUAD
NLGN1	Missense	LUAD
NLGN3	Missense	LUAD
NLN	Missense	LUAD
NMUR2	Missense	LUAD
NNT	Missense	LUAD
NOL4	Missense	LUAD
NOS2	Missense	LUAD
NOS3	Missense	LUAD
NOTCH1	Missense	LUAD
NOTCH4	Missense	LUAD
NOX3	Missense	LUAD
NPHP4	Missense	LUAD
NPHS1	Missense	LUAD
NPY1R	Missense	LUAD
NR4A2	Missense	LUAD
NR5A2	Missense	LUAD
NTNG1	Missense	LUAD
NUTM2G	Missense	LUAD
NYAP1	Missense	LUAD
OAS3	Missense	LUAD
OBSL1	Missense	LUAD
OPCML	Missense	LUAD
OPHN1	Missense	LUAD
OSBPL10	Missense	LUAD
OSBPL1A	Missense	LUAD
OTOP1	Missense	LUAD
OTUD7A	Missense	LUAD
P2RX1	Missense	LUAD
PADI4	Missense	LUAD
PAPL	Missense	LUAD
PCCA	Missense	LUAD
PCDH11X	Missense	LUAD
PCDH17	Missense	LUAD
PCDH18	Missense	LUAD
PCDHGB3	Missense	LUAD
PCDHGB7	Missense	LUAD
PCMT1	Missense	LUAD
PCNX	Missense	LUAD
PCSK1	Missense	LUAD
PCSK7	Missense	LUAD
PDE6C	Missense	LUAD
PDILT	Missense	LUAD
PDSS2	Missense	LUAD
PDZRN4	Missense	LUAD
PEG3	Missense	LUAD
PFAS	Missense	LUAD
PGLYRP4	Missense	LUAD
PGR	Missense	LUAD
PHEX	Missense	LUAD
PHF3	Missense	LUAD
PIK3C3	Missense	LUAD
PIK3CA	Missense	LUAD
PIKFYVE	Missense	LUAD
PKD1L1	Missense	LUAD
PKD2	Missense	LUAD
PKLR	Missense	LUAD
PKP1	Missense	LUAD
PKP2	Missense	LUAD
PKP4	Missense	LUAD
PLA2G4A	Missense	LUAD
PLB1	Missense	LUAD
PLCL1	Missense	LUAD
PLCL2	Missense	LUAD
PLD1	Missense	LUAD
PLEKHA7	Missense	LUAD
PLEKHM3	Missense	LUAD
PLXNA1	Missense	LUAD
PNLIP	Missense	LUAD
PNPLA6	Missense	LUAD
POLR3A	Missense	LUAD
POSTN	Missense	LUAD
POT1	Missense	LUAD
PPAPDC1A	Missense	LUAD
PPM1B	Missense	LUAD
PPP1R3A	Missense	LUAD
PPP2R5B	Missense	LUAD
PRAMEF2	Missense	LUAD
PRAMEF20	Missense	LUAD
PRDM14	Missense	LUAD
PRDM16	Missense	LUAD
PRKCI	Missense	LUAD
PRKD1	Missense	LUAD
PRMT5	Missense	LUAD
PROS1	Missense	LUAD
PRSS36	Missense	LUAD
PSG3	Missense	LUAD
PSG4	Missense	LUAD
PTCHD2	Missense	LUAD
PTCHD4	Missense	LUAD
PTGS1	Missense	LUAD
PTPN11	Missense	LUAD
PTPRH	Missense	LUAD
PTPRJ	Missense	LUAD
PUM2	Missense	LUAD
RAB11FIP5	Missense	LUAD
RAD50	Missense	LUAD
RAD54B	Missense	LUAD
RALGAPB	Missense	LUAD
REM1	Missense	LUAD
REV3L	Missense	LUAD
RFFL	Missense	LUAD
RGS7	Missense	LUAD
RGS9	Missense	LUAD
RHOJ	Missense	LUAD
RIMBP2	Missense	LUAD
RIMS1	Missense	LUAD
RNF150	Missense	LUAD
RNF165	Missense	LUAD
ROCK1	Missense	LUAD
ROR2	Missense	LUAD
ROS1	Missense	LUAD
RP11-240B13.2	Missense	LUAD
RP11-407N17.3	Missense	LUAD
RP11-407P15.2	Missense	LUAD
RPE65	Missense	LUAD
RPS6KA6	Missense	LUAD
RPTOR	Missense	LUAD
RSF1	Missense	LUAD
RTCB	Missense	LUAD
SAGE1	Missense	LUAD
SALL4	Missense	LUAD
SASH1	Missense	LUAD
SBSN	Missense	LUAD
SCLT1	Missense	LUAD
SCN7A	Missense	LUAD
SCUBE1	Missense	LUAD
SECISBP2L	Missense	LUAD
SEL1L	Missense	LUAD
SELE	Missense	LUAD
SEMA3A	Missense	LUAD
SEMA3C	Missense	LUAD
SEMA3E	Missense	LUAD
SEMA6D	Missense	LUAD
SEPT14	Missense	LUAD
SEPT6	Missense	LUAD
SERPINA5	Missense	LUAD
SERPINA7	Missense	LUAD
SETD2	Missense	LUAD
SETX	Missense	LUAD
SIGLEC12	Missense	LUAD
SIGLEC7	Missense	LUAD
SLC13A5	Missense	LUAD
SLC15A2	Missense	LUAD
SLC17A8	Missense	LUAD
SLC24A2	Missense	LUAD
SLC25A12	Missense	LUAD
SLC25A38	Missense	LUAD
SLC27A6	Missense	LUAD
SLC28A3	Missense	LUAD
SLC2A13	Missense	LUAD
SLC44A5	Missense	LUAD
SLC4A10	Missense	LUAD
SLC4A5	Missense	LUAD
SLC4A8	Missense	LUAD
SLC5A11	Missense	LUAD
SLC6A1	Missense	LUAD
SLC6A15	Missense	LUAD
SLC6A5	Missense	LUAD
SLC9A4	Missense	LUAD
SLC9A9	Missense	LUAD
SLC9C2	Missense	LUAD
SLCO1A2	Missense	LUAD
SLCO1B1	Missense	LUAD
SMAD4	Missense	LUAD
SMC1A	Missense	LUAD
SMC3	Missense	LUAD
SMYD1	Missense	LUAD
SNX14	Missense	LUAD
SNX19	Missense	LUAD
SORCS1	Missense	LUAD
SPAG16	Missense	LUAD
SPAG17	Missense	LUAD
SPATA5	Missense	LUAD
SPEF2	Missense	LUAD
SPPL2A	Missense	LUAD
SPTBN1	Missense	LUAD
SPTBN4	Missense	LUAD
SRBD1	Missense	LUAD
SRGAP3	Missense	LUAD
STAU2	Missense	LUAD
STK11	Missense	LUAD
STOML3	Missense	LUAD
STXBP5L	Missense	LUAD
SUGP1	Missense	LUAD
SUPT6H	Missense	LUAD
SYCP2L	Missense	LUAD
SYMPK	Missense	LUAD
SYNJ1	Missense	LUAD
SYT1	Missense	LUAD
TAB3	Missense	LUAD
TAT	Missense	LUAD
TBATA	Missense	LUAD
TBC1D21	Missense	LUAD
TBL1X	Missense	LUAD
TBR1	Missense	LUAD
TBX18	Missense	LUAD
TBX2	Missense	LUAD
TCAF1	Missense	LUAD
TENM4	Missense	LUAD
TGM4	Missense	LUAD
THBS1	Missense	LUAD
THBS2	Missense	LUAD
THNSL2	Missense	LUAD
THOC2	Missense	LUAD
TIAM1	Missense	LUAD
TMC3	Missense	LUAD
TMEFF2	Missense	LUAD
TMEM131	Missense	LUAD
TMEM145	Missense	LUAD
TMEM185A	Missense	LUAD
TMPRSS11E	Missense	LUAD
TMPRSS11F	Missense	LUAD
TMPRSS15	Missense	LUAD
TMTC2	Missense	LUAD
TNC	Missense	LUAD
TNRC6A	Missense	LUAD
TNXB	Missense	LUAD
TRHDE	Missense	LUAD
TRIM9	Missense	LUAD
TRPC5	Missense	LUAD
TSLP	Missense	LUAD
TSSC1	Missense	LUAD
TTC12	Missense	LUAD
TTC17	Missense	LUAD
TTC21B	Missense	LUAD
TTLL7	Missense	LUAD
TXLNB	Missense	LUAD
UBR5	Missense	LUAD
UCK2	Missense	LUAD
UGT2A3	Missense	LUAD
UHRF2	Missense	LUAD
UNC13A	Missense	LUAD
UNC5D	Missense	LUAD
USP7	Missense	LUAD
VCAM1	Missense	LUAD
VPS16	Missense	LUAD
VWA3B	Missense	LUAD
VWC2L	Missense	LUAD
WBSCR17	Missense	LUAD
WDR17	Missense	LUAD
WDR35	Missense	LUAD
WDR49	Missense	LUAD
WDR64	Missense	LUAD
WISP1	Missense	LUAD
WNK3	Missense	LUAD
WRN	Missense	LUAD
XPNPEP2	Missense	LUAD
ZBTB41	Missense	LUAD
ZC3H14	Missense	LUAD
ZCWPW2	Missense	LUAD
ZFAT	Missense	LUAD
ZMIZ2	Missense	LUAD
ZMYM3	Missense	LUAD
ZNF735	Missense	LUAD
ZNF804A	Missense	LUAD
ZSWIM2	Missense	LUAD
ABCA5	LoF	LUSC
ADAM18	LoF	LUSC
APC	LoF	LUSC
ARHGAP15	LoF	LUSC
ARHGAP35	LoF	LUSC
ATG14	LoF	LUSC
AXDND1	LoF	LUSC
C5orf42	LoF	LUSC
CCDC158	LoF	LUSC
CDH11	LoF	LUSC
CERK	LoF	LUSC
CERS3	LoF	LUSC
CFH	LoF	LUSC
CHRNA1	LoF	LUSC
CNTNAP4	LoF	LUSC
COL2A1	LoF	LUSC
COL3A1	LoF	LUSC
CPED1	LoF	LUSC
CUL3	LoF	LUSC
DGKD	LoF	LUSC
DIP2C	LoF	LUSC
EEF2K	LoF	LUSC
ERBB4	LoF	LUSC
ETFA	LoF	LUSC
FANCM	LoF	LUSC
FAT1	LoF	LUSC
FBXW7	LoF	LUSC
FIP1L1	LoF	LUSC
FRAS1	LoF	LUSC
FRRS1	LoF	LUSC
FRYL	LoF	LUSC
FSHR	LoF	LUSC
FTSJ3	LoF	LUSC
GALNT2	LoF	LUSC
GIF	LoF	LUSC
HLA-A	LoF	LUSC
HNRNPUL2	LoF	LUSC
IBTK	LoF	LUSC
IFIH1	LoF	LUSC
IGF2R	LoF	LUSC
IRF6	LoF	LUSC
JAK2	LoF	LUSC
KDM5D	LoF	LUSC
KDM6A	LoF	LUSC
KMT2C	LoF	LUSC
KMT2D	LoF	LUSC
MAATS1	LoF	LUSC
MCHR2	LoF	LUSC
NF1	LoF	LUSC
NOTCH1	LoF	LUSC
NOTCH4	LoF	LUSC
NOX4	LoF	LUSC
NUP210L	LoF	LUSC
PALB2	LoF	LUSC
PDE3B	LoF	LUSC
PDGFC	LoF	LUSC
PIK3R1	LoF	LUSC
PIK3R5	LoF	LUSC
PPFIBP1	LoF	LUSC
PRPF19	LoF	LUSC
PRPF40A	LoF	LUSC
PTCH1	LoF	LUSC
PTCHD3	LoF	LUSC
PTEN	LoF	LUSC
RALGAPB	LoF	LUSC
RASA1	LoF	LUSC
RB1	LoF	LUSC
RPIA	LoF	LUSC
RXRG	LoF	LUSC
SAGE1	LoF	LUSC
SEMG2	LoF	LUSC
SETD2	LoF	LUSC
SI	LoF	LUSC
SLC13A1	LoF	LUSC
SLC30A8	LoF	LUSC
SLC41A2	LoF	LUSC
SLC44A5	LoF	LUSC
SLC4A8	LoF	LUSC
SPOCK3	LoF	LUSC
TAOK1	LoF	LUSC
TIMELESS	LoF	LUSC
TP53	LoF	LUSC
TRIM58	LoF	LUSC
VWC2	LoF	LUSC
XDH	LoF	LUSC
ZFAND4	LoF	LUSC
ZNF750	LoF	LUSC
AAK1	Missense	LUSC
AARS2	Missense	LUSC
AASS	Missense	LUSC
ABCA6	Missense	LUSC
ABCB10	Missense	LUSC
ABCB5	Missense	LUSC
ABCB8	Missense	LUSC
ACACA	Missense	LUSC
ACSBG1	Missense	LUSC
ACSS1	Missense	LUSC
ACSS3	Missense	LUSC
ADAM18	Missense	LUSC
ADAM23	Missense	LUSC
ADAM33	Missense	LUSC
ADAM7	Missense	LUSC
ADAMTS17	Missense	LUSC
ADAMTS4	Missense	LUSC
ADAMTS5	Missense	LUSC
ADAMTS6	Missense	LUSC
ADAMTS7	Missense	LUSC
ADAMTS8	Missense	LUSC
ADARB1	Missense	LUSC
ADGRA3	Missense	LUSC
ADGRG7	Missense	LUSC
ADRA1B	Missense	LUSC
AEBP1	Missense	LUSC
AGAP1	Missense	LUSC
AGMO	Missense	LUSC
AKAP3	Missense	LUSC
ALAS2	Missense	LUSC
ALPK2	Missense	LUSC
ALS2	Missense	LUSC
AMTN	Missense	LUSC
ANKRD32	Missense	LUSC
ANKRD44	Missense	LUSC
ANKRD50	Missense	LUSC
AOX1	Missense	LUSC
APBA1	Missense	LUSC
ARAP2	Missense	LUSC
ARHGAP17	Missense	LUSC
ARHGAP19	Missense	LUSC
ARHGAP35	Missense	LUSC
ARHGEF26	Missense	LUSC
ARID5B	Missense	LUSC
ASAP1	Missense	LUSC
ASB12	Missense	LUSC
ASB5	Missense	LUSC
ASCC3	Missense	LUSC
ASCL1	Missense	LUSC
ATG2B	Missense	LUSC
ATP11B	Missense	LUSC
ATP13A1	Missense	LUSC
ATP1B4	Missense	LUSC
ATP2A2	Missense	LUSC
ATP2B1	Missense	LUSC
ATP6V0A4	Missense	LUSC
ATP7A	Missense	LUSC
ATP8A1	Missense	LUSC
ATP8A2	Missense	LUSC
ATR	Missense	LUSC
AVL9	Missense	LUSC
BAG6	Missense	LUSC
BANK1	Missense	LUSC
BCHE	Missense	LUSC
BCOR	Missense	LUSC
BNC2	Missense	LUSC
BRINP2	Missense	LUSC
BRWD1	Missense	LUSC
BRWD3	Missense	LUSC
C11orf63	Missense	LUSC
C2orf47	Missense	LUSC
C8orf34	Missense	LUSC
CACNA1H	Missense	LUSC
CACNB2	Missense	LUSC
CAND1	Missense	LUSC
CBLB	Missense	LUSC
CCDC110	Missense	LUSC
CCDC171	Missense	LUSC
CCDC33	Missense	LUSC
CCDC93	Missense	LUSC
CCNF	Missense	LUSC
CDH11	Missense	LUSC
CDH17	Missense	LUSC
CDH2	Missense	LUSC
CDH20	Missense	LUSC
CDK15	Missense	LUSC
CDKL2	Missense	LUSC
CEP152	Missense	LUSC
CEP170	Missense	LUSC
CERKL	Missense	LUSC
CFAP69	Missense	LUSC
CFH	Missense	LUSC
CHD6	Missense	LUSC
CHIT1	Missense	LUSC
CHRD	Missense	LUSC
CHRNA4	Missense	LUSC
CHRNB3	Missense	LUSC
CLASP2	Missense	LUSC
